id,display_name,description,works_count,cited_by_count,domain_id,domain_name,field_id,field_name,subfield_id,subfield_name,keywords,wikipedia
T11517,Advanced optical system design,"This cluster of papers focuses on the advancements in freeform optics design and fabrication, including topics such as compound eyes, LED lens, microlens array, optical design, imaging systems, fabrication techniques, illumination optics, digital cameras, and biologically inspired optics.",28409,132119,domains/3,Physical Sciences,fields/22,Engineering,subfields/2204,Biomedical Engineering,Freeform Optics; Compound Eyes; LED Lens; Microlens Array; Optical Design; Imaging Systems; Fabrication Techniques; Illumination Optics; Digital Cameras; Biologically Inspired Optics,
T12049,Tuberous Sclerosis Complex Research,"This cluster of papers focuses on Tuberous Sclerosis Complex (TSC) and related disorders, including Lymphangioleiomyomatosis and Angiomyolipoma. It covers various aspects such as genetic mutations, neurological manifestations, use of mTOR inhibitors, diagnostic criteria, and the role of hamartin and tuberin proteins. Additionally, it explores the association with epilepsy and cognitive impairment.",28398,347769,domains/4,Health Sciences,fields/27,Medicine,subfields/2737,Physiology,Tuberous Sclerosis Complex; Lymphangioleiomyomatosis; Angiomyolipoma; mTOR Inhibitors; Neurological Manifestations; Genetic Mutations; Epilepsy; Diagnostic Criteria; Hamartin and Tuberin Proteins; Cognitive Impairment,
T13626,Educational and Organizational Development,"This cluster of papers covers a wide range of topics related to education, organizational management, and innovation. It includes research on teacher training, strategic management, competitiveness, leadership, public policy, organizational culture, digitalization, entrepreneurship, and knowledge management. The papers explore the challenges and developments in these areas within various contexts such as education institutions, small and medium enterprises, and public organizations.",28372,7879,domains/2,Social Sciences,fields/14,"Business, Management and Accounting",subfields/1407,Organizational Behavior and Human Resource Management,Teacher Training; Innovation; Strategic Management; Competitiveness; Leadership; Public Policy; Organizational Culture; Digitalization; Entrepreneurship; Knowledge Management,
T12759,Vehicle Noise and Vibration Control,"This cluster of papers focuses on the control and analysis of noise and vibration in vehicles, particularly in relation to engine mounting systems. It covers topics such as transfer path analysis, operational transfer path analysis, sound quality evaluation, hydraulic engine mounts, and interior noise control.",28347,96408,domains/3,Physical Sciences,fields/22,Engineering,subfields/2203,Automotive Engineering,Transfer Path Analysis; Sound Quality; Engine Mounting Systems; Operational Transfer Path Analysis; Interior Noise; Vibration Control; Hydraulic Engine Mounts; Structure-borne Noise; Automotive NVH; Psychoacoustic Model,
T12270,Microwave-Assisted Synthesis and Applications,"This cluster of papers focuses on the application of microwave-assisted chemistry in organic synthesis, including the investigation of nonthermal effects, nanomaterials synthesis, and material processing. It explores the use of microwave dielectric heating for green and efficient organic synthesis, drug discovery, and heterogeneous catalysis, with an emphasis on energy efficiency.",28334,299376,domains/3,Physical Sciences,fields/16,Chemistry,subfields/1605,Organic Chemistry,Microwave Chemistry; Organic Synthesis; Nonthermal Effects; Nanomaterials Synthesis; Material Processing; Dielectric Heating; Green Chemistry; Drug Discovery; Heterogeneous Catalysis; Energy Efficiency,
T11842,Ultrasound and Cavitation Phenomena,"This cluster of papers explores the diverse applications of ultrasound, including sonochemistry and cavitation, in the synthesis and fabrication of nanostructured materials. It covers topics such as environmental remediation, power ultrasound in organic synthesis, acoustic bubble dynamics, and the use of ultrasound for chemical processing.",28286,478114,domains/3,Physical Sciences,fields/25,Materials Science,subfields/2505,Materials Chemistry,Ultrasound; Nanostructured Materials; Sonochemistry; Cavitation; Nanomaterials; Synthesis; Acoustic Bubbles; Environmental Remediation; Power Ultrasound; Chemical Processing,
T13898,Diverse Interdisciplinary Research Studies,"This cluster of papers covers a wide range of topics related to cybernetics, information theory, risk management, identity security, statistical stability, logic and probabilistic models, artificial intelligence, digitalization, complex analysis, and the role of social institutions in the modern era.",28262,19545,domains/3,Physical Sciences,fields/17,Computer Science,subfields/1702,Artificial Intelligence,Cybernetics; Information Theory; Risk Management; Identity Security; Statistical Stability; Logic and Probabilistic Models; Artificial Intelligence; Digitalization; Complex Analysis; Social Institutions,
T11909,Histiocytic Disorders and Treatments,"This cluster of papers focuses on the classification, diagnosis, and treatment of histiocytic disorders, including Langerhans Cell Histiocytosis and Erdheim-Chester Disease. It explores the role of BRAF mutations, immunohistochemical approaches to classification, and consensus guidelines for clinical management. The papers also delve into the pathogenesis, molecular characterization, and therapy intensification for multisystem involvement.",28200,263462,domains/4,Health Sciences,fields/27,Medicine,subfields/2737,Physiology,Langerhans Cell Histiocytosis; Erdheim-Chester Disease; Dendritic Cell Neoplasms; BRAF Mutations; Clinical Management; Immunohistochemical Approach; Multisystem Involvement; Therapy Intensification; Pathogenesis; Molecular Characterization,
T13235,Management Theory and Practice,"This cluster of papers explores the evolution of management theories and practices, encompassing topics such as the Hawthorne Studies, scientific management, organizational learning, human relations, Taylorism, innovation, agency theory, industrial psychology, organizational behavior, and management education.",28193,245662,domains/2,Social Sciences,fields/14,"Business, Management and Accounting",subfields/1407,Organizational Behavior and Human Resource Management,Hawthorne Studies; Scientific Management; Organizational Learning; Human Relations; Taylorism; Innovation; Agency Theory; Industrial Psychology; Organizational Behavior; Management Education,
T13341,Belt Conveyor Systems Engineering,"This cluster of papers focuses on the modeling, optimization, energy efficiency, failure analysis, and maintenance of belt conveyor systems. It covers topics such as machine vision-based inspection, speed control for green operations, predictive maintenance, and material characterization for surface composites. The research also delves into multi-motor drives and the impact of tension forces on conveyor belts.",28158,40514,domains/3,Physical Sciences,fields/22,Engineering,subfields/2210,Mechanical Engineering,Belt Conveyors; Energy Efficiency; Failure Analysis; Machine Vision; Optimization; Conveyor Belt Damage; Speed Control; Predictive Maintenance; Material Characterization; Multi-Motor Drives,
